#;Hotel Name;Country;Price of the cheapest room;Link;        
40;Pestana Palace Hotel & National Monument;Portugal;313.41 USD;http://www.lhw.com/hotel/Pestana-Palace-National-Monument-Lisbon-Portugal/select-room?indate=20141001&outdate=20141002&rooms=1&numadult1=2&numchild1=0;        
41;Hotel Bot?nico & The Oriental Spa Garden;Spain;309.23 USD;http://www.lhw.com/hotel/Hotel-Botanico-The-Oriental-Spa-Garden-Tenerife-Spain/select-room?indate=20141001&outdate=20141002&rooms=1&numadult1=2&numchild1=0;        
42;Royal Riviera;France;299.48 USD;http://www.lhw.com/hotel/Royal-Riviera-St-Jean-Cap-Ferrat-France/select-room?indate=20141001&outdate=20141002&rooms=1&numadult1=2&numchild1=0;        
43;Gran Meli? F?nix;Spain;292.51 USD;http://www.lhw.com/hotel/Gran-Melia-Fenix-Madrid-Spain/select-room?indate=20141001&outdate=20141002&rooms=1&numadult1=2&numchild1=0;        
44;Hotel Puente Romano Beach Resort Marbella;Spain;292.51 USD;http://www.lhw.com/hotel/Hotel-Puente-Romano-Beach-Resort-Marbella-Spain/select-room?indate=20141001&outdate=20141002&rooms=1&numadult1=2&numchild1=0;        
45;Pousada Cascais – Cidadela Historic Hotel & Art District;Portugal;269.53 USD;http://www.lhw.com/hotel/Pousada-Cascais-Cidadela-Historic-Hotel-Art-District-Cascais-Portugal/select-room?indate=20141001&outdate=20141002&rooms=1&numadult1=2&numchild1=0;        
46;Gran Meli? Col?n;Spain;257.69 USD;http://www.lhw.com/hotel/Gran-Melia-Colon-Seville-Andalusia-Spain/select-room?indate=20141001&outdate=20141002&rooms=1&numadult1=2&numchild1=0;        
47;Grand H?tel Barri?re;France;235.40 USD;http://www.lhw.com/hotel/Grand-Hotel-Barriere-Dinard-France/select-room?indate=20141001&outdate=20141002&rooms=1&numadult1=2&numchild1=0;        
48;Gran Hotel La Florida;Spain;225.65 USD;http://www.lhw.com/hotel/Gran-Hotel-La-Florida-Barcelona-Spain/select-room?indate=20141001&outdate=20141002&rooms=1&numadult1=2&numchild1=0;        
49;Hotel Las Arenas Balneario Resort;Spain;215.90 USD;http://www.lhw.com/hotel/Hotel-Las-Arenas-Balneario-Resort-Valencia-Spain/select-room?indate=20141001&outdate=20141002&rooms=1&numadult1=2&numchild1=0;        
50;Vidago Palace;Portugal;210.61 USD;http://www.lhw.com/hotel/Vidago-Palace-Vidago-Portugal/select-room?indate=20141001&outdate=20141002&rooms=1&numadult1=2&numchild1=0;        
51;Grande Real Villa Italia Hotel & Spa;Portugal;175.51 USD;http://www.lhw.com/hotel/Grande-Real-Villa-Italia-Hotel-Spa-Cascais-Portugal/select-room?indate=20141001&outdate=20141002&rooms=1&numadult1=2&numchild1=0;        
52;Porto Palacio Congress Hotel & Spa;Portugal;151.83 USD;http://www.lhw.com/hotel/Porto-Palacio-Congress-Hotel-Spa-Porto-Portugal/select-room?indate=20141001&outdate=20141002&rooms=1&numadult1=2&numchild1=0;        
53;Hotel Le K2;France;no rooms av;http://www.lhw.com/hotel/Hotel-Le-K2-Courchevel-France/select-room?indate=20150518&outdate=20150519&rooms=1&numadult1=2&numchild1=0;        
54;H?tel de Charme Les Airelles;France;no rooms av;http://www.lhw.com/hotel/Hotel-de-Charme-Les-Airelles-Courchevel-France/select-room?indate=20141001&outdate=20141002&rooms=1&numadult1=2&numchild1=0;        
55;H?tel de Crillon;France;no rooms av;http://www.lhw.com/hotel/Hotel-de-Crillon-Paris-France/select-room?indate=20141022&outdate=20141023&rooms=1&numadult1=2&numchild1=0;        
56;Hotel La R?sidence de la Pin?de;France;no rooms av;http://www.lhw.com/hotel/Hotel-La-Residence-de-la-Pinede-St-Tropez-France/select-room?indate=20141001&outdate=20141002&rooms=1&numadult1=2&numchild1=0;        
57;Ritz Paris;France;no rooms av;http://www.lhw.com/hotel/Ritz-Paris-Paris-France/select-room?indate=20150711&outdate=20150712&rooms=1&numadult1=2&numchild1=0;        
